nct_id,Type,Criterion
NCT07074886,Exclusion,"Participants who have previously received anti-CD20s (including ocrelizumab) more than 2 years before screening if one of the following conditions is met: B-cell count is below lower limit of normal (LLN), or the discontinuation of the treatment was due to safety reasons"
NCT07074886,Exclusion,History of confirmed or suspected progressive multifocal leukoencephalopathy (PML)
NCT07074886,Exclusion,"History of cancer, including hematologic malignancy and solid tumors, within 10 years of screening"
NCT07074886,Exclusion,Immunocompromised state
NCT07074886,Exclusion,Sensitivity or intolerance to any ingredient (including excipients) of ocrelizumab
NCT07074886,Exclusion,History of severe allergic or anaphylactic reactions to humanized or murine monoclonal antibodies
NCT07074886,Exclusion,Any concomitant disease that may require chronic treatment with systemic corticosteroids or immunosuppressants during the course of the study
NCT07074886,Exclusion,"Significant, uncontrolled disease, such as cardiovascular, pulmonary, renal, hepatic, endocrine or gastrointestinal, or any other significant disease that may preclude participation in the study"
NCT07074886,Exclusion,Lack of peripheral venous access
NCT07074886,Exclusion,"Previous treatment with cladribine, atacicept, and alemtuzumab"
NCT07074886,Exclusion,Any previous treatment with bone marrow transplantation and hematopoietic stem cell transplantation
NCT07074886,Exclusion,Any previous history of transplantation or anti-rejection therapy
NCT07074886,Exclusion,"Positive screening tests for active, latent, or inadequately treated hepatitis B virus (HBV)"
NCT07020715,Inclusion,"Patient is ≥ 18 years old, and ≤65 years of age, at time of screening visit"
NCT07020715,Inclusion,Diagnosis of MS according to the 2017 McDonald Criteria or more recent criteria
NCT07020715,Inclusion,Progressive MS by 2014 Lublin MS phenotypic criteria
NCT07020715,Inclusion,"EDSS 2,0 - ≤7,5"
NCT07020715,Inclusion,No clinical evidence of relapses in the past 2 years
NCT07020715,Inclusion,Ability to understand and the willingness to sign a written informed consent document. Patients must have signed informed consent to participate in the trial.
NCT07020715,Inclusion,Appropriate venous access
NCT07020715,Inclusion,Use of adequate contraceptive measures or not of childbearing potential
NCT07020715,Exclusion,"Previous treatment with alemtuzumab, autologous hematopoietic stem cell transplantation or cladribine in the past 3 years."
NCT07020715,Exclusion,"Prior treatment with any investigational agent within 3 months, or 5 half-lives, whichever is longer."
NCT07020715,Exclusion,Current and ongoing treatment with an approved DMT for MS
NCT07020715,Exclusion,"Treatment with S1P receptor modulators, natalizumab, dimethylfumarate, teriflunomide within the last 3 months prior to study enrolment; last treatment with B cell depleting monoclonal antibodies at least 6 months prior to enrollment and normal CD19 B cell counts at time of enrollment"
NCT07020715,Exclusion,Pregnancy or planning pregnancy in the next 12 months and breast feeding
NCT07020715,Exclusion,Drug or alcohol abuse
NCT07020715,Exclusion,Inability to undergo MRI assessments
NCT07020715,Exclusion,History of or actual signs of immunodeficiency or malignancies (with the exception of treated basal cell carcinoma)
NCT07020715,Exclusion,"Concurrent clinically relevant cardiac, immunological, pulmonary, neurological, renal or other major disease that could impact safety or outcome measures."
NCT07020715,Exclusion,"Active or chronic infection with hepatitis B, C, HIV, syphilis or tuberculosis"
NCT07020715,Exclusion,Splenectomy
NCT06220669,Inclusion,"Participants must meet criteria for relapsing forms of multiple sclerosis, including relapsing-remitting multiple sclerosis based on the 2017 revision of the McDonald diagnostic criteria (Thompson et al. 2018) with a relapsing course (RMS) activity according to Klineova and Lublin 2018."
NCT06220669,Inclusion,"Participants must have 1 of these: at least 1 documented relapse within the previous year
at least 2 documented relapses within the previous 2 years, or
at least 1 active GdE brain lesion on an MRI scan in the past 180 days prior to screening."
NCT06220669,Inclusion,Have an Expanded Disability Status Scale (EDSS) score of less than or equal to (≤) 5.5 at screening and randomization.
NCT06220669,Exclusion,"Have had a diagnosis of: primary progressive multiple sclerosis (MS) according to the 2017 revision of McDonald diagnostic criteria (Thompson et al. 2018), or
nonactive secondary progressive MS ( Klineova and Lublin 2018)."
NCT06220669,Exclusion,Meet criteria for neuromyelitis optica spectrum disorder (Wingerchuk and Lucchinetti 2022).
NCT06220669,Exclusion,Have a history of clinically significant central nervous system (CNS) disease.
NCT06220669,Exclusion,Have had a confirmed relapse with systemic corticosteroid administration <30 days prior to randomization.
NCT06220669,Exclusion,Have more than 20 active GdE brain lesions on screening MRI scan.
NCT06220669,Exclusion,Have received any of these medications or treatments.
NCT06220669,Exclusion,"Have a current or recent acute, active infection."
NCT06220669,Exclusion,Have current serious or unstable illnesses.
NCT06141473,Inclusion,The participant must have been diagnosed with RMS according to the 2017 revision of the McDonald diagnostic criteria.
NCT06141473,Inclusion,The participant has an EDSS score ≤5.5 at the first visit (Screening Visit)
NCT06141473,Inclusion,"The participant must have at least 1 of the following prior to screening: ≥1 documented relapse within the previous year OR
≥2 documented relapses within the previous 2 years, OR
≥1 documented Gd enhancing lesion on an MRI scan within the previous year."
NCT06141473,Inclusion,Contraceptive use by men or women should be consistent with local regulations regarding the methods of contraception for those participating in clinical studies.
NCT06141473,Exclusion,The participant has been diagnosed with PPMS according to the 2017 revision of the McDonald diagnostic criteria
NCT06141473,Exclusion,The participant has a history of infection or may be at risk for infection:
NCT06141473,Exclusion,The presence of psychiatric disturbance or substance abuse.
NCT06141473,Exclusion,"History, clinical evidence, suspicion or significant risk for thromboembolic events, as well as myocardial infarction, stroke, and/or antiphosholipid syndrome and any participants requiring antithrombotic treatment."
NCT06141473,Exclusion,Current hypogammaglobulinemia defined by Ig levels below the LLN at Screening or a history of primary hypogammaglobulinemia.
NCT06141473,Exclusion,"A history or presence of disease that can mimic MS symptoms, such as, but not limited to neuromyelitis optica spectrum disorder, systemic lupus erythematosus, Sjogren's syndrome, acute disseminated encephalomyelitis, and myasthenia gravis."
NCT06141473,Exclusion,The participant has had a relapse in the 30 days prior to randomization.
NCT06141473,Exclusion,"The participant has contraindication for MRI, ie, presence of pacemaker, metallic implants in high risk areas (ie, artificial heart valves, aneurysm/vessel clips), presence of metallic material (eg, shrapnel) in high risk areas, known history of allergy to any contrast medium, or history of claustrophobia that would prevent completion of all protocol scheduled MRI scans."
NCT05134441,Inclusion,Male or female patient (age ≥18 to ≤55 years).
NCT05134441,Inclusion,Patients with an established diagnosis of MS according to 2017 McDonald Criteria.
NCT05134441,Inclusion,"Patients with RMS comprising of relapsing remitting MS (RRMS) and active secondary progressive MS, both defined according to Lublin criteria 1996 and 2014."
NCT05134441,Inclusion,"Active disease as defined by Lublin 2014 evidenced prior to Screening by: At least 2 relapses in the last 24 months before randomization, or
At least 1 relapse in the last 12 months before randomization, or
A positive Gd+ MRI scan (brain and/or spine) in the last 12 months prior to randomization."
NCT05134441,Exclusion,Patients with non-active secondary progressive MS and primary progressive MS.
NCT05134441,Exclusion,"Any disease other than MS that may better explain the signs and symptoms, including history of complete transverse myelitis."
NCT05134441,Exclusion,Clinical signs or presence of laboratory findings suggestive for neuromyelitis optica (NMO) spectrum disorders or myelin oligodendrocyte glycoprotein (MOG)-IgG-associated encephalomyelitis
NCT05134441,Exclusion,"Any active and uncontrolled coexisting autoimmune disease, other than MS (except for type 1 diabetes mellitus and inflammatory bowel disease)"
NCT05134441,Exclusion,Use of experimental/investigational drug (with the exception ofCOVID-19 vaccines approved by emergency use authorization) and/or participation in drug clinical studies within 6 months prior to Screening
NCT05134441,Exclusion,"Previous or current use of MS treatments lifelong, or within a pre-specified time period."
NCT05134441,Exclusion,Use of the pre-specified concomitant medications.
NCT05134441,Exclusion,Clinically significantly abnormal and pre-specified lab values.
NCT05134441,Exclusion,History of chronic systemic infections within 6 months before the date of informed consent.
NCT05134441,Exclusion,"Diagnosis or suspected liver function impairment, which may cause fluctuating liver function tests during this study."
NCT05134441,Exclusion,Known history of nephrolithiasis or underlying condition with a strong association of nephrolithiasis.
NCT05134441,Exclusion,History or clinical diagnosis of gout.
NCT05134441,Exclusion,History or presence of any major medical or psychiatric illness
